,B1_mean,B1_std,B1_skew,B1_rms,B1_p2p,B2_mean,B2_std,B2_skew,B2_rms,B2_p2p,B3_mean,B3_std,B3_skew,B3_rms,B3_p2p,B4_mean,B4_std,B4_skew,B4_rms,B4_p2p
2004-03-04 09:27:46,0.061630011231016586,0.07963225797668581,0.030944655456082146,0.07976986987729906,1.116,0.07527833390302248,0.09662739334297812,0.1515048889117489,0.09670442865156803,0.964,0.05199086869475958,0.06619263122893793,0.08354465849983635,0.06639106913759905,0.671,0.043474583719906465,0.05532524988177173,0.038761836536215406,0.05549299534930978,0.5569999999999999
2004-03-04 09:32:46,0.06077415889447653,0.07851322241671554,-0.013894682839193383,0.07867655801627413,0.952,0.0722057717661989,0.09186550227311881,0.1463430039206314,0.09200590511751403,1.016,0.05223868352946847,0.06598693512731914,0.01191437686709909,0.06628650670933818,0.59,0.042039357390496114,0.052927572632698414,0.013937458807127805,0.05335194834407634,0.46099999999999997
2004-03-04 09:42:46,0.0621948337321155,0.07978743385522329,0.03341637435248911,0.07981697470248275,0.9690000000000001,0.07288554128619536,0.09340573992028858,0.17192091786117009,0.09343063475079792,1.092,0.05480936569168341,0.06917525377661707,0.048971018004626596,0.06918557318749405,0.572,0.041359880853555686,0.052607979684282775,0.03431897533300188,0.052704032805642315,0.556
2004-03-04 09:52:46,0.06299438449142995,0.08104621125910502,-0.027054821311613582,0.08108439875024964,1.072,0.07343327310903848,0.09279892061048677,0.16619090102516174,0.09280340613913345,0.989,0.05426109673323801,0.0686005123529966,0.0021122793754395075,0.06863662099412589,0.659,0.04312637335807286,0.05466921728138984,0.007334417853315849,0.05484267124944673,0.569
2004-03-04 10:02:46,0.061945309829581,0.07912774211271187,-0.0178489361442338,0.07916631009177791,0.75,0.07300610381366263,0.09282893197078534,0.14590026605178183,0.09282990666727017,1.08,0.05323653498705879,0.06743723802141874,0.031230609933849157,0.06745794971126111,0.762,0.04261702231554097,0.05380278577246441,0.02347987891631838,0.05391179703428364,0.474
2004-03-04 10:12:46,0.06223536305483645,0.07953716954485783,0.043479522272613196,0.07957216154543217,0.915,0.07331568924263816,0.09327884363873022,0.16675077421807263,0.09330057562514289,1.115,0.05501787196640393,0.0697802573752967,0.044218004590116995,0.06982896973260234,0.727,0.042036085746372624,0.053266054212873434,0.04751134057666973,0.05335369415984218,0.571
2004-03-04 10:22:46,0.0627453488939884,0.08034721311199261,0.05377617694315861,0.08037553467046525,0.883,0.0746579422823376,0.09521511646927379,0.15847230587905867,0.095227537511904,1.1429999999999998,0.05454211631427282,0.06947878444924362,0.010059951713030889,0.06949952161744682,0.986,0.043537575076906955,0.05523456851470386,-0.048140568674431436,0.05532350291780556,0.579
2004-03-04 10:32:46,0.0610963914253622,0.07846201695173761,0.0986857050585554,0.07846573939871888,0.859,0.07284847892963511,0.09275290515659215,0.1637935643776691,0.09275740576911297,1.0979999999999999,0.05285365496362061,0.06700694460459017,0.07311235088368122,0.06703200367055764,0.713,0.04239621075247664,0.053782105652747464,0.03220523980803617,0.05386685228674492,0.473
2004-03-04 10:42:46,0.06202631964451405,0.08009101488249251,0.08086396859823108,0.08011965909454705,0.942,0.07459763660334956,0.09489915980414572,0.180106339998214,0.0949136181066491,1.2469999999999999,0.05535870892133342,0.0700486377714029,-0.030214702903187313,0.07006661044264127,0.6539999999999999,0.043536598466720575,0.0551703168387452,0.03155555784917275,0.05525497322430668,0.5740000000000001
2004-03-04 10:52:46,0.06096113091459577,0.07830388941884667,0.0621635121726646,0.07834120282309012,0.835,0.07398491137262543,0.09416148315269872,0.17157868332211013,0.09417134256158588,0.9470000000000001,0.054706919283167815,0.06932940895086656,0.025527068182233482,0.06936586321554485,0.759,0.042707309927240915,0.054250224479226485,0.027926540458448546,0.05434448511716294,0.525
2004-03-04 11:02:46,0.06174222374139265,0.07932246925940503,0.026214323425184947,0.0793469847656849,0.8979999999999999,0.07506523756042735,0.09543919323006733,0.17306983974692247,0.09546557704332412,0.9909999999999999,0.05414063186678953,0.06844430761198009,0.04171838315705642,0.06847785098120168,0.632,0.04284344938717569,0.05410130400799023,0.014059864140521338,0.054214296552488675,0.505
2004-03-04 11:12:46,0.06218868108794382,0.07955568151116964,-0.0059264276575525425,0.0796414305425279,1.04,0.0740731481029342,0.09385145186843914,0.12090543899166993,0.09385462253090403,0.952,0.05481869231896013,0.06938033919541219,0.05572243317289355,0.06940995802168377,0.728,0.04313926461252826,0.054557214091178426,-0.0014284165877660275,0.054704772991898264,0.594
2004-03-04 11:22:46,0.06269686019825202,0.08015605074571747,0.009989118208208251,0.0802103255389395,0.913,0.07502978661067447,0.09494177813960082,0.09245353434737091,0.09494178236259028,0.945,0.05493285804970896,0.06956974701163311,0.0034555391877959594,0.0695942030158602,0.71,0.0437010107915412,0.05532529730023031,0.041351384398726425,0.055426238581004574,0.5980000000000001
2004-03-04 11:32:46,0.061478880804726375,0.07883309744032395,0.014756994633946922,0.07885541994529462,1.0859999999999999,0.07302060647492488,0.09307334319606111,0.18038362629377366,0.09308804803384957,1.025,0.05403857610234843,0.06857491776178626,0.002820308333416884,0.06860796088993946,0.7350000000000001,0.041981542067482044,0.0530059617654361,0.009413039542298359,0.053109292989143894,0.53
2004-03-04 11:42:46,0.06356701987401678,0.08144666264739958,0.022341076780503632,0.08146711313160757,0.986,0.074802920064456,0.09500464726916677,0.13469109761317236,0.09501758969107098,1.06,0.05467679085892823,0.06943993884980691,0.013155842635479077,0.06945963469241745,0.696,0.0431183651545468,0.05456846552297145,0.026282641068204556,0.0546640999775786,0.5740000000000001
2004-03-04 11:52:46,0.06327247424190582,0.08126416547137709,0.05741100946436001,0.0812956326122761,1.0030000000000001,0.07510957566287421,0.09525957668660084,0.10743878051884523,0.0952762160847773,1.006,0.056564920162116915,0.07163603482536995,0.006883900622618528,0.07164741017193112,0.9570000000000001,0.04358645441671817,0.055346152486806154,-0.003294550982833446,0.055432384976340704,0.6
2004-03-04 12:02:46,0.06365188729918426,0.08155873295535575,0.008202103263750553,0.08156945090571958,0.817,0.07477635626739582,0.09500633932325779,0.16826541554321015,0.09503936054465513,0.971,0.05632648078519408,0.07109959558907984,-0.003686769088337786,0.07110361460545747,0.681,0.04399707016944041,0.05563033446200215,0.0556763734326817,0.055703322168348716,0.5760000000000001
2004-03-04 12:12:46,0.06256570145026587,0.08019719891796989,0.0679505437247905,0.08022027970556365,0.781,0.07319429659651339,0.09268809101764008,0.11101462517319781,0.09271464538581292,0.95,0.054268421309633955,0.06879337429230294,0.013167584937616833,0.06880950895680839,0.617,0.043203965037353784,0.05474740129166124,0.01986128951754237,0.05482538502292758,0.476
2004-03-04 12:22:46,0.06280877972557211,0.08048201325439909,0.03909429079352904,0.08050084292846242,1.062,0.07435407002295039,0.09475725684686868,0.23245926259822658,0.09477219726008555,1.1380000000000001,0.0567453000634795,0.07209431812970138,0.0009836834076780445,0.07211007375837547,0.913,0.0429923824405476,0.05445565330960457,-0.017292561619490925,0.05454707344887537,0.539
2004-03-04 12:32:46,0.0644243859563453,0.08325645447386415,0.06221017238603975,0.08327836952301385,1.037,0.07491151911714457,0.09550465500800404,0.15530952721412922,0.09551612274165451,0.989,0.05581678792909764,0.07048941667097688,0.02178181339196855,0.07052197108478939,0.73,0.0443905952439069,0.056451186558719765,-0.008135810629097571,0.05652103349985726,0.5640000000000001
2004-03-04 12:42:46,0.06499042922017603,0.08388170007817344,0.0020273276203661987,0.08391670704557654,1.243,0.07581371160701197,0.09678417233453335,0.12737585687509076,0.09678946808856745,1.2890000000000001,0.05505991503491333,0.07018970578969781,-0.03272909571044038,0.07022507118598954,0.896,0.043764734606180376,0.055567902323067096,0.025021580582633256,0.05564848203158422,0.598
2004-03-04 12:52:46,0.06454079789052153,0.0834376275282589,0.03646958105068454,0.0834705366275248,1.226,0.07586366521802825,0.09646027516901835,0.1348782858687394,0.0964710708609693,0.9910000000000001,0.05841110405781524,0.07428225882038995,0.001514247761590241,0.07429394302507701,0.899,0.04456916841642517,0.05639292828956098,0.0074754345804736895,0.05647114125306443,0.515
2004-03-04 13:02:46,0.0642335563259921,0.08285700594848926,0.033332594794742355,0.08289025942282344,1.047,0.07601313540700222,0.09710830559004544,0.13818895630596476,0.0971306046671491,1.252,0.05806142878070158,0.07355411821544,-0.01283639063837907,0.07356213870857387,0.6910000000000001,0.043930318863224495,0.05594411457786333,0.0018642262326395039,0.05604412844553295,0.539
2004-03-04 13:12:46,0.06323560720738301,0.08143672234732767,0.02303827351538777,0.0814393401935376,0.971,0.07453713560232415,0.09466153155896138,0.14556217429222243,0.09468915273816632,0.984,0.0565240978563406,0.07177332715994829,0.02722344404457962,0.07180717359155678,0.854,0.043661751062062486,0.05517760508421685,-0.005155366983737716,0.05523024753860819,0.493
2004-03-04 13:22:46,0.06499980467796206,0.08399518998978442,0.11199100073739607,0.08403081076062367,1.245,0.07549138141510768,0.09667822253223868,0.08265143427771068,0.09670276004329056,1.369,0.05706889984862496,0.07264667338575119,0.0974803262260738,0.07267168087925649,1.215,0.043902192489866355,0.05582584956061994,-0.020975650632980864,0.05590804772376887,0.708
2004-03-04 13:32:46,0.06386986669270897,0.08232782921053512,0.03655256161425177,0.08233992663784988,1.018,0.07338981395575919,0.09302973257253114,0.1555750036813782,0.09305072657795524,0.867,0.05583607598027161,0.07041418358613567,0.03839757873712562,0.07043824330870295,0.649,0.04358059475560195,0.055058800855106116,0.020120026277495255,0.05516675465248651,0.586
2004-03-04 13:42:46,0.06200830118658115,0.07943886402720442,-0.056761898844071554,0.0794911087415651,0.954,0.07376385565701411,0.0940237991030978,0.14818927449596128,0.09404508156761276,1.045,0.056460471702719256,0.07163918905887501,-0.018497884973147517,0.07168835590309267,0.716,0.04293110015137316,0.054364886833132925,-0.007215734172092026,0.05444782146216396,0.524
2004-03-04 13:52:46,0.06348698666927052,0.08142035600800607,0.02455622196464033,0.08143232284699989,1.196,0.0744529029737781,0.09477924655836245,0.09697517270119554,0.0948116673116292,1.033,0.05494164754138333,0.06963615992778514,-0.009164908766686375,0.06965472175458129,0.716,0.04381971775965474,0.0558296752837948,0.05268602103013253,0.055914148579126896,0.781
2004-03-04 14:02:46,0.06237506714195001,0.08045035618234668,0.03499351852798748,0.08047865649401459,1.013,0.07398715757605362,0.09458651134561201,0.10402458548264222,0.09460096095476576,1.174,0.054227110698764056,0.06892693142431874,-0.0340408204597723,0.06895794269860211,0.718,0.04381297914937106,0.05571062073018733,0.029308797702525813,0.05580700491819421,0.579
2004-03-04 14:12:46,0.0639502905415302,0.08234787934943909,0.0552618548949717,0.08237794538013789,1.13,0.07381346745446508,0.0935970285474779,0.08357127276734526,0.09360868635673542,0.9770000000000001,0.056749011182186254,0.07170214615969181,-0.028264953347955892,0.07175484445675318,0.657,0.044396747888079076,0.056194692479406796,-0.0057505583088686835,0.05632604045329433,0.5569999999999999
2004-03-04 14:22:46,0.06328292397089667,0.08140414268535442,0.07104266897171305,0.08143176427549136,0.955,0.07400678744079313,0.09380666928110934,0.09242490136296104,0.09381545900676411,0.886,0.05455183358562366,0.06938130606240071,-0.06660916752811602,0.06941159823283699,0.879,0.043194931393133226,0.054824362807379984,-0.015992862057476406,0.054906632281265806,0.591
2004-03-04 14:32:46,0.06292597294789735,0.08048541064627047,0.03065203412428086,0.08050543463707165,0.916,0.07353254553444978,0.09339512429392177,0.13437510929735597,0.09340497434758334,0.96,0.05539708970164524,0.07013038553936767,0.04591193869741883,0.07015582364833972,0.808,0.043618682552857564,0.05512246701230888,0.00918608485950717,0.0552167470496396,0.537
2004-03-04 14:42:46,0.06328927193710567,0.08142816990258524,-0.004454027583020076,0.08145810860912908,0.931,0.07351628497485219,0.09342546521249981,0.1523590947843464,0.09343819311405041,1.101,0.05516778162996174,0.0697326001330084,-0.05991986003213607,0.06976775316581259,0.698,0.04384271692953614,0.055469162352046526,-0.007749792222247501,0.055606266621158244,0.488
2004-03-04 14:52:46,0.06354807363640792,0.08191786164701602,0.028026540923586276,0.08194670710773597,1.233,0.07468914497778253,0.09533879482688026,0.15085521655503742,0.09535408759766456,0.993,0.05613179354460589,0.07137181310336613,0.021526102118862526,0.07140182262678917,0.817,0.043936764490452244,0.05596871868453456,0.011390920969491585,0.05606918105443006,0.542
2004-03-04 15:02:46,0.06311338444259991,0.08118221905202219,0.047235168677977134,0.08120041891898576,1.03,0.07325406513989892,0.0935704889077813,0.1449669280407717,0.0935905730876124,1.1909999999999998,0.05657307485717059,0.07188562403601217,-0.0004996569235116916,0.07189708125156925,0.725,0.04365945602812494,0.055792045543908673,0.016081877050551825,0.05586293505592202,0.591
2004-03-04 15:12:46,0.06352898090727081,0.08219561515863857,0.10292623978544305,0.08221791374804586,1.079,0.07389520972703725,0.09434175249981258,0.16292580909581036,0.09435957596682748,1.2770000000000001,0.055843888861760636,0.07114478633055674,0.059829272904102726,0.07117577033463458,1.013,0.04426402656379557,0.05633085414907069,-0.02090554546044032,0.0564598147289945,0.618
2004-03-04 15:22:46,0.06372659797841701,0.08202106909007492,0.053382131372999325,0.08203880362999018,0.918,0.07197748913521133,0.09120304128644403,0.1857602824179261,0.0912080377366004,0.8420000000000001,0.05433776063284297,0.06874291353410265,0.021558020887764887,0.068763555278205,0.732,0.043206943698421305,0.054847053982112925,-0.00849757142196926,0.05491155809893023,0.46599999999999997
2004-03-04 15:32:46,0.06336525220957989,0.08178443539116506,0.044166074259104564,0.08181125323759844,1.009,0.07424078324136933,0.09461821920766363,0.21799541140071738,0.09464303006456286,1.1280000000000001,0.05440949265100757,0.06929331365270787,0.061162763414547135,0.0693368024038195,0.9620000000000001,0.0442247668343166,0.05596990660897315,0.009897716735827065,0.05606216118117912,0.61
2004-03-04 15:42:46,0.06376043752136296,0.08197448682591661,-0.013890092735095692,0.08199956826570193,0.9430000000000001,0.07388378338786006,0.09396770196636195,0.16582701689891752,0.09397663949067062,1.033,0.0560467307974018,0.07093847435996882,0.03702874500049344,0.07095856037775389,0.683,0.04383290199716647,0.05569626209706679,0.019764721291242297,0.05575959450633333,0.491
2004-03-04 15:52:46,0.06352321890717272,0.08136843051248918,0.01329866302026962,0.08138636625586983,0.852,0.07393398115142306,0.09419190317398551,0.12301032485035045,0.09421336483317598,0.962,0.05568494555398126,0.07096137684689989,0.010841443779838809,0.07098058653069456,0.837,0.04371746667317598,0.05560582211057191,0.0008978062568707193,0.05570099119353605,0.525
2004-03-04 16:02:46,0.06323795107182992,0.08137582323697967,0.016099218287779396,0.08139213429667175,1.133,0.07252985985643756,0.09263482818365727,0.09742710016550238,0.09265167024200235,1.01,0.05468802187606733,0.0696468399774228,0.02798984368811114,0.06965881709000539,0.8280000000000001,0.0441893647150725,0.056215471973771754,0.04066437593170686,0.056311145128447135,0.581
2004-03-04 16:12:46,0.0650119146442696,0.08335230959600402,-0.00494142345729871,0.08339820067585695,0.898,0.07573558279212765,0.09645621071571119,0.1374007272535823,0.09646609384180918,1.053,0.05516367986718069,0.07029397334558084,0.07824583576150894,0.07032633988586547,0.9990000000000001,0.04430787636114901,0.05637766011048074,0.01780198350629014,0.05647861132140015,0.581
2004-03-04 16:22:46,0.062281556716636655,0.08037524353570231,-0.05002572047505843,0.0804037148470099,1.01,0.0729589335416763,0.09294631994127993,0.0950351035419254,0.0929551357303899,1.123,0.05453972361931692,0.06924733529711766,-0.0686733994891758,0.069271397700507,0.806,0.04287587284535214,0.05491401439695718,-0.03763779014584392,0.05498033643407454,0.615
2004-03-04 16:32:46,0.0632422481566482,0.08116062053138746,0.027923669371549022,0.08117333976995565,0.8859999999999999,0.07317598515552505,0.09286764222161013,0.14780560746968835,0.09288903761609126,0.969,0.05429967283558714,0.06887116103192271,0.014015986957127302,0.06890838055270211,0.6859999999999999,0.04406548171297268,0.05572385048595993,0.016041817906688686,0.055801637040688364,0.532
2004-03-04 16:42:46,0.06244816641437575,0.08029326404355532,0.07244797872632289,0.08033233804251999,0.9650000000000001,0.07165095951950776,0.09105030612834274,0.1441574077690152,0.09106339560247714,1.179,0.05291757410029683,0.06743760612832674,0.03628089259662494,0.06745198262075532,0.889,0.0425060793984067,0.05398782007422293,0.017566572860147338,0.05405617650437715,0.5349999999999999
2004-03-04 16:52:46,0.06160764685775677,0.07885274514617634,0.04894741892638436,0.07888376649003939,0.854,0.07282084086136995,0.09218027578250435,0.13946030242602658,0.09219567814441848,1.001,0.05478543874212538,0.06908876153805975,0.04108764220965542,0.06911674415419669,0.63,0.04296835782997039,0.054162232444777476,0.0006978207096389427,0.054263879618774255,0.45699999999999996
2004-03-04 17:02:46,0.0627171736901213,0.08036886982761712,0.04770943185297954,0.08040625976687225,0.866,0.0728847599980462,0.09270813745322727,0.14013887555142066,0.09271639314116614,0.9059999999999999,0.05398559499975533,0.0682312532241589,0.04849215660667484,0.06828181328644435,0.581,0.04348166414375561,0.05523407507065176,0.017329635254152476,0.05532500381977915,0.511
2004-03-04 17:12:46,0.061957566287416395,0.0798568026081136,0.10296334785064121,0.07987700119000073,1.113,0.07265760046877268,0.09179896744677538,0.12762385408457863,0.09181428873757896,0.9470000000000001,0.05425093998730368,0.06874460882611391,0.05866061107559692,0.06875780233971299,0.9179999999999999,0.04252917622930653,0.0540892898572693,0.048463290210815115,0.0541592181371194,0.596
2004-03-04 17:22:46,0.06393652033790657,0.08273090180344513,0.052022585622234725,0.08276038020258208,1.0350000000000001,0.07394330777869963,0.09410968182233162,0.127749504064815,0.09411409311354019,1.0430000000000001,0.05539289027784538,0.07020438299091493,0.030344497696755235,0.07023239033230777,0.646,0.04440124029493498,0.05630939582921131,-0.0039051572114676223,0.05638418464550658,0.5489999999999999
2004-03-04 17:32:46,0.06381532301381895,0.08179140477230255,0.0726372568979923,0.0818157275353121,0.847,0.07322061624102713,0.09294373827024073,0.13625001134267176,0.09296169534074251,1.284,0.053587870501488485,0.0678532853937069,-0.03764206129649411,0.06788427878685495,0.883,0.04375814248742476,0.0553475597359436,0.04711797844153928,0.05541461168714381,0.554
2004-03-04 17:42:46,0.06183719908198683,0.0791817680162941,0.05759653989252675,0.0792143856412713,0.8260000000000001,0.07282972801406325,0.09258893391041018,0.2034122857179699,0.09259822762538844,1.111,0.053743932809218506,0.06807714531650633,0.037095952515795644,0.06809377680502267,0.8009999999999999,0.0429979002880984,0.05441944414601558,0.0660917243781813,0.05451318185939409,0.528
2004-03-04 17:52:46,0.06298339762683713,0.08100541853215311,0.05772241179000077,0.08101997705182708,0.964,0.0728341227599007,0.09248677448703682,0.15723388895987794,0.09249868823165222,1.0819999999999999,0.05544328336344473,0.07046034500450435,0.1140634143726545,0.07046007901986154,0.8,0.0438861272523059,0.055543337287554985,0.00034815410383668446,0.05562542845177796,0.517
2004-03-04 18:02:46,0.061984081253967316,0.07907582852273272,0.045158279198623,0.07909342890914693,0.783,0.07245099858391477,0.09184941029105036,0.14659449822907739,0.09187727926446919,0.909,0.05307744518775264,0.06721269339931457,0.005053747190492482,0.06722759143570886,0.672,0.043368084379118654,0.05489875445551479,-0.03872796736130721,0.05500639021070111,0.528
2004-03-04 18:12:46,0.06327423214024117,0.08110821960896988,0.0032274640571295942,0.08114725651616088,0.994,0.07297289906733703,0.09269637762298119,0.160716041624332,0.09269892701050994,0.9159999999999999,0.05608652766248303,0.07053483003944384,0.017741195664136244,0.07057108709594194,0.6910000000000001,0.04329239708970033,0.05484870039093176,0.05333359755906025,0.054917971048813935,0.502
2004-03-04 18:22:46,0.06269012158796801,0.08043487120024094,-0.054142720098012374,0.08044379473600735,1.045,0.07290722203232564,0.09272939970244892,0.21170735303026159,0.09274583169260148,1.296,0.053575467552126325,0.06791078312779368,-0.04033430734343628,0.06792397363698925,0.774,0.04355090580594614,0.05540180116243416,-0.005681972666584443,0.05547080102271699,0.6419999999999999
2004-03-04 18:32:46,0.06465188729918442,0.08336919050342953,0.045246749770018115,0.08339575232840826,1.336,0.07336154109087331,0.09332709792505973,0.19177568391294608,0.09335332952291689,1.181,0.055568338297767673,0.0702758341111755,0.023413904684724863,0.07029932306904536,0.7869999999999999,0.04470926314761301,0.05677953477952555,0.02391414346928624,0.05687906588666396,0.618
2004-03-04 18:42:46,0.06244421114312216,0.07968966246545696,0.0013321711981956973,0.07971899626283906,0.974,0.07382611455637464,0.09379241492203039,0.11324979189954895,0.0937996044199824,1.133,0.054350065921187185,0.06901532851125165,0.02270176149447076,0.06904385072485571,0.8180000000000001,0.04332355095463499,0.05472103023885509,-0.028647863383584975,0.05483210861139853,0.5609999999999999
2004-03-04 18:52:46,0.061171004443576024,0.078303521032155,0.03079076119615023,0.07831546791828249,0.886,0.0715219981444396,0.09090033917643386,0.17759284437460635,0.09092669143863832,1.03,0.05412608037501763,0.0684752963115382,0.0018408488924450384,0.06850849820913774,0.655,0.044051906831386545,0.05565417810934245,0.026137428861725574,0.05575483250555109,0.537
